year,race_name,lap_number,driver_id,position,lap_time
2023,Bahrain Grand Prix,24,kevin_magnussen,17,98.947
2023,Bahrain Grand Prix,24,norris,18,98.696
2023,Bahrain Grand Prix,24,ocon,19,99.382
2023,Bahrain Grand Prix,25,max_verstappen,1,97.372
2023,Bahrain Grand Prix,25,leclerc,2,98.541
2023,Bahrain Grand Prix,25,perez,3,98.418
2023,Bahrain Grand Prix,25,sainz,4,98.571
2023,Bahrain Grand Prix,25,hamilton,5,98.28999999999999
2023,Bahrain Grand Prix,25,alonso,6,98.13900000000001
2023,Bahrain Grand Prix,25,russell,7,98.487
2023,Bahrain Grand Prix,25,stroll,8,98.25
2023,Bahrain Grand Prix,25,bottas,9,99.49000000000001
2023,Bahrain Grand Prix,25,albon,10,99.832
2023,Bahrain Grand Prix,25,tsunoda,11,99.74600000000001
2023,Bahrain Grand Prix,25,gasly,12,102.288
2023,Bahrain Grand Prix,25,sargeant,13,99.834
2023,Bahrain Grand Prix,25,zhou,14,99.066
2023,Bahrain Grand Prix,25,de_vries,15,100.96000000000001
