year,race_name,driver,Qualifying_time,Starting_Position
2024,belgium,pierre-gasly,114.635,12
2024,belgium,daniel-ricciardo,114.682,13
2024,belgium,valtteri-bottas,114.764,14
2024,belgium,lance-stroll,115.716,15
2024,belgium,nico-hulkenberg,116.308,16
2024,belgium,kevin-magnussen,116.5,17
2024,belgium,yuki-tsunoda,116.593,18
2024,belgium,logan-sargeant,117.23,19
2024,belgium,guanyu-zhou,117.775,20
2024,netherlands,lando-norris,69.673,1
2024,netherlands,max-verstappen,70.029,2
2024,netherlands,oscar-piastri,70.172,3
2024,netherlands,george-russell,70.244,4
2024,netherlands,sergio-perez,70.416,5
2024,netherlands,charles-leclerc,70.582,6
2024,netherlands,fernando-alonso,70.633,7
2024,netherlands,lance-stroll,70.857,8
2024,netherlands,pierre-gasly,70.977,9
2024,netherlands,carlos-sainz-jr,70.914,10
2024,netherlands,lewis-hamilton,70.948,11
2024,netherlands,yuki-tsunoda,70.955,12
2024,netherlands,nico-hulkenberg,71.215,13
2024,netherlands,kevin-magnussen,71.295,14
2024,netherlands,daniel-ricciardo,71.943,15
2024,netherlands,esteban-ocon,71.995,16
2024,netherlands,valtteri-bottas,72.168,17
2024,netherlands,guanyu-zhou,73.261,18
2024,italy,lando-norris,79.327,1
2024,italy,oscar-piastri,79.436,2
2024,italy,george-russell,79.44,3
2024,italy,charles-leclerc,79.461,4
2024,italy,carlos-sainz-jr,79.467,5
2024,italy,lewis-hamilton,79.513,6
2024,italy,max-verstappen,80.022,7
2024,italy,sergio-perez,80.062,8
2024,italy,alexander-albon,80.299,9
2024,italy,nico-hulkenberg,80.339,10
2024,italy,fernando-alonso,80.421,11
2024,italy,daniel-ricciardo,80.479,12
2024,italy,kevin-magnussen,80.698,13
2024,italy,pierre-gasly,80.738,14
2024,italy,esteban-ocon,80.766,15
2024,italy,yuki-tsunoda,80.945,16
2024,italy,lance-stroll,81.013,17
2024,italy,franco-colapinto,81.061,18
2024,italy,valtteri-bottas,81.101,19
2024,italy,guanyu-zhou,81.445,20
2024,azerbaijan,charles-leclerc,101.365,1
2024,azerbaijan,oscar-piastri,101.686,2
2024,azerbaijan,carlos-sainz-jr,101.805,3
2024,azerbaijan,sergio-perez,101.813,4
2024,azerbaijan,george-russell,101.874,5
2024,azerbaijan,max-verstappen,102.023,6
2024,azerbaijan,lewis-hamilton,102.289,7
2024,azerbaijan,fernando-alonso,102.369,8
2024,azerbaijan,franco-colapinto,102.53,9
2024,azerbaijan,alexander-albon,102.859,10
2024,azerbaijan,oliver-bearman,102.968,11
2024,azerbaijan,yuki-tsunoda,103.035,12
2024,azerbaijan,nico-hulkenberg,103.191,13
2024,azerbaijan,lance-stroll,103.404,14
2024,azerbaijan,daniel-ricciardo,103.547,15
2024,azerbaijan,lando-norris,103.609,16
2024,azerbaijan,valtteri-bottas,103.618,17
2024,azerbaijan,guanyu-zhou,104.246,18
2024,azerbaijan,esteban-ocon,104.504,19
2024,singapore,lando-norris,89.525,1
2024,singapore,max-verstappen,89.728,2
2024,singapore,lewis-hamilton,89.841,3
2024,singapore,george-russell,89.867,4
2024,singapore,oscar-piastri,89.953,5
2024,singapore,nico-hulkenberg,90.115,6
2024,singapore,fernando-alonso,90.214,7
2024,singapore,yuki-tsunoda,90.354,8
2024,singapore,charles-leclerc,89.747,9
2024,singapore,carlos-sainz-jr,90.108,10
2024,singapore,alexander-albon,90.474,11
2024,singapore,franco-colapinto,90.481,12
2024,singapore,sergio-perez,90.579,13
2024,singapore,kevin-magnussen,90.653,14
2024,singapore,esteban-ocon,90.769,15
2024,singapore,daniel-ricciardo,91.085,16
2024,singapore,lance-stroll,91.094,17
2024,singapore,pierre-gasly,91.312,18
2024,singapore,valtteri-bottas,91.572,19
2024,singapore,guanyu-zhou,92.054,20
2024,united-states,lando-norris,92.33,1
2024,united-states,max-verstappen,92.361,2
2024,united-states,carlos-sainz-jr,92.652,3
2024,united-states,charles-leclerc,92.74,4
2024,united-states,oscar-piastri,92.95,5
2024,united-states,george-russell,92.974,6
2024,united-states,pierre-gasly,93.018,7
2024,united-states,fernando-alonso,93.309,8
2024,united-states,kevin-magnussen,93.481,9
2024,united-states,sergio-perez,93.02,10
2024,united-states,yuki-tsunoda,93.506,11
2024,united-states,nico-hulkenberg,93.544,12
2024,united-states,esteban-ocon,93.597,13
2024,united-states,lance-stroll,93.759,14
2024,united-states,liam-lawson,93.339,15
2024,united-states,alexander-albon,94.051,16
2024,united-states,franco-colapinto,94.062,17
2024,united-states,valtteri-bottas,94.152,18
2024,united-states,lewis-hamilton,94.154,19
2024,united-states,guanyu-zhou,94.228,20
2024,mexico,carlos-sainz-jr,75.946,1
2024,mexico,max-verstappen,76.171,2
2024,mexico,lando-norris,76.26,3
2024,mexico,charles-leclerc,76.265,4
2024,mexico,george-russell,76.356,5
2024,mexico,lewis-hamilton,76.651,6
2024,mexico,kevin-magnussen,76.886,7
2024,mexico,pierre-gasly,76.892,8
2024,mexico,alexander-albon,77.065,9
2024,mexico,nico-hulkenberg,77.365,10
2024,mexico,yuki-tsunoda,77.129,11
2024,mexico,liam-lawson,77.162,12
2024,mexico,fernando-alonso,77.168,13
2024,mexico,lance-stroll,77.294,14
2024,mexico,valtteri-bottas,77.817,15
2024,mexico,franco-colapinto,77.558,16
2024,mexico,oscar-piastri,77.597,17
2024,mexico,sergio-perez,77.611,18
2024,mexico,esteban-ocon,77.617,19
2024,mexico,guanyu-zhou,78.072,20
2024,sao-paulo,lando-norris,83.405,1
2024,sao-paulo,george-russell,83.578,2
2024,sao-paulo,yuki-tsunoda,84.111,3
2024,sao-paulo,esteban-ocon,84.475,4
2024,sao-paulo,liam-lawson,84.484,5
2024,sao-paulo,charles-leclerc,84.525,6
2024,sao-paulo,alexander-albon,84.657,7
2024,sao-paulo,oscar-piastri,84.686,8
2024,sao-paulo,fernando-alonso,88.998,9
2024,sao-paulo,lance-stroll,86.334,10
2024,sao-paulo,valtteri-bottas,86.472,11
2024,sao-paulo,max-verstappen,87.771,12
2024,sao-paulo,sergio-perez,88.158,13
2024,sao-paulo,carlos-sainz-jr,89.406,14
2024,sao-paulo,pierre-gasly,89.614,15
2024,sao-paulo,lewis-hamilton,91.15,16
2024,sao-paulo,oliver-bearman,91.229,17
2024,sao-paulo,franco-colapinto,91.27,18
2024,sao-paulo,nico-hulkenberg,91.623,19
2024,sao-paulo,guanyu-zhou,92.263,20
